year,sentence_id,actor,predicate,negotiation_point,predicate_type
1999,445,POLAND,said there should be,an equal number of Protocol Annex B and non-Annex B Parties,support
1999,449,EUROPEAN UNION,said,these rules should be adopted by the body itself,support
1999,451,NEW ZEALAND,said,the Article 19 process could be the basis for a final appeal procedure,support
1999,452,UK,responded that,a bilateral appeal could not flow from a multilateral process,support
1999,456,They,opposed,the US suggestion for automatic sanctions,opposition
1999,457,JAPAN,said,the cost of sanctions should be lower than the cost of withdrawal from the Protocol,support
1999,460,AUSTRALIA,said,the Party concerned should have the option to choose from a menu of consequences,support
1999,465,IRAN,requested,SAUDI ARABIA to join the consensus regarding the level of ambition of the JWG,support
1999,466,SAUDI ARABIA,noted,since the joint SBI/SBSTA had recommended for adoption the draft decision on adverse effects,other
1999,472,ICELAND,said,single projects,other
1999,474,CANADA,expressed reservations on the issue and opposed,the draft decision tabled by Iceland at COP-4 in its current form,opposition
1999,474,ICELAND,tabled,the draft decision at COP-4 in its current form,other
1999,481,USA,highlighted,the need to incorporate IPCC work relating to good practices,support
1999,482,AUSTRALIA,proposed,including,support
1999,483,SWITZERLAND,said,guidelines should include criteria for national enforcement systems to comply with relevant guidelines,support
1999,485,NEW ZEALAND,Available,NEW ZEALAND,other
1999,486,AUSTRALIA,said,adjustments are intended as an element of the Protocol’s compliance system,support
1999,487,EUROPEAN UNION,stated,further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,support
1999,487,JAPAN,stated,further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,support
1999,502,GERMANY,indicated his government’s willingness to find mutually satisfactory solutions,mutually satisfactory solutions to these issues,support
1999,514,EUROPEAN UNION,said,the upcoming workshop should consider,support
1999,515,AUSTRALIA,preferred,"""good""",support
1999,516,JAPAN,Available,,other
1999,516,USA,Available,,other
1999,517,SAUDI ARABIA,said,"""wrong practices""",support
1999,536,EUROPEAN UNION,noted,its future national systems would fulfill quality and time requirements,other
1999,551,EUROPEAN UNION,said,more ambitious emissions reduction commitments than those agreed to at Kyoto were needed,support
1999,553,EUROPEAN UNION,proposed,setting a ceiling on the use of the mechanisms,support
1999,555,G-77/CHINA,said,differences in the nature,other
1999,556,USA,called for,the mechanisms to be designed cost effectively and developing countries to participate meaningfully,support
1999,558,G-77/CHINA,indicated that the host government should determine whether a particular project meets its sustainable development objectives,the host government should determine whether a particular project meets its sustainable development objectives,support
1999,561,AFRICAN GROUP,said,issues of afforestation,other
1999,563,G-77/CHINA,called for,a comprehensive,support
1999,563,CHINA,called for,a comprehensive,support
1999,564,EUROPEAN UNION,called for,a revised negotiating text for a decision to be adopted at COP-6,support
1999,565,G-77/CHINA,supported,the continuation of the pilot phase,support
1999,566,G-77/CHINA,indicated that developing countries are constrained by lack of,necessary technologies and “know-how”; appropriate institutions and financial resources; and regular fora to exchange ideas and build positions,support
1999,568,AUSTRALIA,said,the inclusion of sinks could lower the cost of abatement action and thereby contribute to a better outcome,support
1999,569,AOSIS,was concerned that,the inclusion of land-use change in national inventories may allow countries to recalculate their inventories and “erase” the bulk of what was achieved at Kyoto,opposition
1999,570,G-77/CHINA,The,Adverse Effects,other
1999,573,AOSIS,stated,Available actors,other
1999,574,ARGENTINA,announced its adoption of a voluntary target to reduce its GHG emissions,a voluntary target to reduce its GHG emissions,support
1999,574,ARGENTINA,stated that it does not intend to abandon its status as a non-Annex I Party,abandoning its status as a non-Annex I Party,opposition
1999,576,KAZAKHSTAN,said it intended to join,FCCC Annex I,support
1999,577,JAPAN,Available,,other
1999,578,EUROPEAN UNION,said,a possible way of making all countries limit their GHG emissions is to agree on increasing global participation after the first commitment period,support
1999,579,CHINA,said,Annex I countries have the main responsibility,support
1999,579,INDIA,said,Annex I countries have the main responsibility,support
1999,580,CHINA,said it would not undertake commitments until it achieves a,"""medium development level""",support
1999,582,CHINA,expressed disappointment at,recent emissions data revealing that many Annex I Parties are significantly exceeding 1990 levels,opposition
1999,582,AOSIS,expressed disappointment at,recent emissions data revealing that many Annex I Parties are significantly exceeding 1990 levels,opposition
1999,583,EUROPEAN UNION,said,industrialized countries must take the lead in reducing their GHG emissions,support
1999,584,G-77/CHINA,The,Capacity Building,other
1999,585,BANGLADESH,called on Parties to earmark funds from the GEF,to earmark funds from the GEF,support
1999,586,GERMANY,urged,donor countries to provide the financial means to sustain the operations of the GEF,support
1999,587,G-77/CHINA,highlighted,"insufficient financial resources to meet the ""agreed full costs"" in the preparation of non-Annex I communications",opposition
1999,593,BHUTAN,called for,special attention to LDCs’ needs,support
1999,593,BANGLADESH,called for,special attention to LDCs’ needs,support
1999,594,NEW ZEALAND,underscored,greater attention to GHGs other than CO2,support
1999,595,INDONESIA,emphasized the importance of making,benefit assessments,support
1999,601,EUROPEAN UNION,said experience has shown that reducing emissions has been less costly than expected and has led to greater benefits,reducing emissions has been less costly than expected and has led to greater benefits,other
1999,602,HUNGARY,Available,,other
1999,603,MEXICO,sought,consistency in policies between different environmental fora,support
1999,603,MALAYSIA,sought,consistency in policies between different environmental fora,support
1999,604,BULGARIA,called for,a meeting to address the specific features of EITs before COP-6,support
1999,605,GERMANY,said,addressing climate change could create new jobs,support
1999,606,IRAN,highlighted,the need for confidence-building between developed and developing countries through concrete practical cooperation,support
1999,607,CHINA,said attempts by some Parties to get developing countries to “meaningfully participate” were destroying,attempts by some Parties to get developing countries to “meaningfully participate”,opposition
1999,611,ARGENTINA,Available,,other
1999,613,JAPAN,Available,,other
1999,614,AUSTRALIA,proposed,establishing a Committee of the Whole (COW),support
1999,615,CHINA,Available,,other
1999,617,NORWAY,said,ministers should be engaged in the process between the COPs,support
1999,623,OPEC,said,implementing the Protocol,other
1999,631,FRANCISCAN INTERNATIONAL,said,JI should be used to promote clean development,support
1999,631,FRANCISCAN INTERNATIONAL,opposed,nuclear energy as an option,opposition
1999,640,G-77/CHINA,Available,,other
1999,642,EUROPEAN UNION,said,COP-5 had achieved results that will pave the way to COP-6,support
1999,643,CHINA,noted,the meaningful participation of the G-77/CHINA in the negotiation process,other
1999,646,AFRICAN GROUP,noted,the early finish of the COP,other
1999,648,KAZAKHSTAN,thanked,the host country for its hospitality,support
1999,648,SYRIA,thanked,the host country for its hospitality,support
1999,662,ARGENTINA,will be key to the integrity of the enabling decisions mandated under the Buenos Aires Action Plan,Information,support
1999,668,ARGENTINA,will be key to the integrity of the enabling decisions mandated under the Buenos Aires Plan of Action,the integrity of the enabling decisions mandated under the Buenos Aires Plan of Action,support
1999,674,USA,described,its “only green position”,other
1999,692,G-77/CHINA,illustrates,the tensions and volatility of the G-77/China vis à vis its engagement with the process,other
