year,paragraph_id,actor,predicate,negotiation_point,predicate_type
1999,368,JAPAN,asked whether unilaterally-funded projects were consistent with the concept of CDM,unilaterally-funded projects,other
1999,369,SOUTH KOREA,said,unilateral funding for CDM would provide incentives for non-Annex I Parties to implement measures to reduce GHGs,support
1999,370,COLOMBIA,said that as long as CDM projects demonstrate additionality and lead to real and measurable long-term reductions,CDM projects demonstrate additionality and lead to real and measurable long-term reductions,support
1999,372,JAPAN,said there were no provisions requiring financial addi- tionality and none that preclude the use of ODA as a source of funding,provisions requiring financial addi- tionality,other
1999,375,BOLIVIA,suggested that Parties monitor their own projects and,monitor their own projects,support
1999,376,NORWAY,said that,project participants,other
1999,376,AUSTRALIA,said that,project participants,other
1999,377,EUROPEAN UNION,said,operational entities should perform certification and verification,support
1999,379,JAPAN,responded that each Party should decide on its own,each Party should decide on its own,support
1999,379,JAPAN,added that creating unnecessary bureaucracies would discourage Annex I Parties from entering into JI,creating unnecessary bureaucracies would discourage Annex I Parties from entering into JI,opposition
1999,383,EUROPEAN UNION,questioned,how additionality could be ensured if Parties did not comply with Protocol Articles 5 (methodological issues) and 7 (communication of information),other
1999,385,USA,said,the integrity of the emissions trading system would be founded on monitoring and reporting under Protocol Articles 5 and 7 and the existence of registries,support
1999,386,G-77/CHINA,said,the nature and scope of emissions trading must be determined before operational details are worked out,support
1999,388,USA,noted the need to develop cost-effective mechanisms,cost-effective mechanisms,other
1999,389,EUROPEAN UNION,stressed the need for the mechanisms to be underwritten by strong monitoring and reporting requirements,mechanisms to be underwritten by strong monitoring and reporting requirements,support
1999,390,SWITZERLAND,suggested,a “post-verification model” wherein emission reduction units could not be transferred until they have been certified to be excess Assigned Amount Units (AAUs),support
1999,393,G-77/CHINA,said that while AAUs derive from past emissions and are retrospective,AAUs derive from past emissions and are retrospective,other
1999,394,FRANCE,said,trading in CERs is safe,other
1999,396,AOSIS,added that this could lead to a difference in value between the CERs and AAUs,a difference in value between the CERs and AAUs,other
1999,402,CANADA,said it was open to the notion of,a core set of guidelines for the creation of national registries,support
1999,403,EUROPEAN UNION,added that national registries are critical to the system,national registries,support
1999,403,EUROPEAN UNION,inquired about the need to link the national system to the international one,linking the national system to the international one,other
1999,408,MARSHALL ISLANDS,Available,Espen Rønneberg,other
1999,411,USA,said its design for the compliance system is focused on Protocol Article 3 (GHG reduction and limitation commitments) and provides for both facilitative and enforcement functions,Protocol Article 3 (GHG reduction and limitation commitments),support
1999,415,EUROPEAN UNION,explained that its compliance committee would have,a facilitative branch and an enforcement branch,other
1999,417,AOSIS,stressed,avoidance of polarization between the facilitative and enforcement functions,support
1999,419,AUSTRALIA,said its compliance procedure focused on,Protocol Article 3,other
1999,426,USA,said,"""different sets of people""",other
1999,427,JAPAN,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,427,SWITZERLAND,proposed,a single body exercising its facilitative and enforcement functions in a graduated manner,support
1999,432,CANADA,said,the reports would be the factual basis that determined the need for further steps,other
1999,434,USA,suggested,guidelines for a possible referral to the compliance body,support
1999,434,AUSTRALIA,suggested,guidelines for a possible referral to the compliance body,support
1999,436,SWITZERLAND,suggested that,the COP/MOP,support
1999,437,BRAZIL,suggested that the COP/MOP only take note of the compliance body report,the COP/MOP only take note of the compliance body report,support
1999,440,SOUTH AFRICA,called for,clear rules for information gathering,support
1999,440,SAUDI ARABIA,called for,clear rules for information gathering,support
1999,441,AUSTRALIA,said,the defending party should be able to rebut evidence against it,support
1999,441,USA,said,the defending party should be able to rebut evidence against it,support
1999,445,POLAND,said there should be,an equal number of Protocol Annex B and non-Annex B Parties,support
1999,449,EUROPEAN UNION,said these rules should be adopted,these rules,support
1999,451,NEW ZEALAND,said the Article 19 process could be the basis for a final appeal procedure,Article 19 process,support
1999,452,UK,responded that,a bilateral appeal could not flow from a multilateral process,other
1999,456,USA,suggestion for automatic sanctions,automatic sanctions,support
1999,457,JAPAN,said,the cost of sanctions should be lower than the cost of withdrawal from the Protocol,support
1999,460,AUSTRALIA,said,the Party concerned should have the option to choose from a menu of consequences,support
1999,465,IRAN,requested,SAUDI ARABIA to join the consensus regarding the level of ambition of the JWG,support
1999,466,SAUDI ARABIA,noted that since the joint SBI/SBSTA had recommended for adoption the draft decision on adverse effects,draft decision on adverse effects,other
1999,469,COP,adopted,the draft decision on the future work of the JWG (FCCC/CP/1999/L.,support
1999,472,ICELAND,said,single projects,other
1999,474,CANADA,expressed reservations on the issue and opposed,the draft decision tabled by Iceland at COP-4 in its current form,opposition
1999,474,ICELAND,tabled,the draft decision at COP-4 in its current form,other
1999,481,USA,highlighted the need to incorporate,IPCC work relating to good practices,support
1999,482,AUSTRALIA,proposed including,Available actors,support
1999,483,SWITZERLAND,said guidelines should include criteria for national enforcement systems to comply with relevant guidelines,criteria for national enforcement systems to comply with relevant guidelines,support
1999,485,NEW ZEALAND,Available,,other
1999,486,AUSTRALIA,said adjustments are intended as an element of the Protocol’s compliance system,adjustments,support
1999,487,JAPAN,stated that further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,further discussion on technical aspects,support
1999,487,EUROPEAN UNION,stated that further discussion on technical aspects should only occur after the completion of the IPCC’s work on good practice,further discussion on technical aspects,support
1999,498,COP-5,endorsed,draft conclusions recommended by SBI-11 on the institutional linkage of the FCCC Secretariat to the UN,support
1999,498,SBI-11,recommended,institutional linkage of the FCCC Secretariat to the UN,support
1999,502,GERMANY,indicated his government’s willingness to find mutually satisfactory solutions,mutually satisfactory solutions to these issues,support
1999,514,EUROPEAN UNION,said,the upcoming workshop should consider,support
1999,515,AUSTRALIA,preferred,reference to “good”,support
1999,516,JAPAN,Available,,other
